4,1717964915272,Cholesterol,192.7696329605157
43,1717964915308,Cholesterol,176.75805828278413
28,1717964915285,Cholesterol,172.67929497123637
32,1717964915270,Cholesterol,178.76618406254718
6,1717964915306,Cholesterol,165.78318659353783
48,1717964915310,Cholesterol,158.35304442231052
36,1717964915275,Cholesterol,182.7421623346171
44,1717964915301,Cholesterol,164.71860835471017
17,1717964915273,Cholesterol,189.60114397899818
49,1717965008099,Cholesterol,161.01257967474797
8,1717965008095,Cholesterol,167.07238386694277
50,1717965008105,Cholesterol,181.79946567752805
1,1717965008090,Cholesterol,204.26985109234508
14,1717965008098,Cholesterol,182.44069473863772
36,1717965008115,Cholesterol,170.81831080368397
20,1717965008114,Cholesterol,171.79672602830033
40,1717965008095,Cholesterol,157.41783343166477
4,1717965008114,Cholesterol,195.4832401043563
28,1717965008102,Cholesterol,186.06935099874096
38,1717965027490,Cholesterol,188.30571362704097
22,1717965027483,Cholesterol,186.6172702327643
10,1717965027471,Cholesterol,174.77749580564645
29,1717965027480,Cholesterol,188.4245266364401
49,1717965027476,Cholesterol,154.8032714926234
12,1717965027472,Cholesterol,167.5602203598154
26,1717965242483,Cholesterol,186.21125414737153
20,1717965242502,Cholesterol,168.26766449679957
36,1717965242489,Cholesterol,161.7526261353847
49,1717965242493,Cholesterol,153.0394479892028
18,1717965242480,Cholesterol,192.3934105061283
9,1717965242503,Cholesterol,157.71700000190458
4,1717965242484,Cholesterol,161.6203661073173
15,1717965242495,Cholesterol,170.4852187225619
11,1717965242484,Cholesterol,160.63566776355475
10,1717965242482,Cholesterol,171.7944619442214
6,1717965242485,Cholesterol,167.6798211567505
18,1717965303466,Cholesterol,198.62159405339955
45,1717965303480,Cholesterol,168.03632305587846
13,1717965303475,Cholesterol,168.60094232505315
10,1717965303482,Cholesterol,157.86679712899337
20,1717965303470,Cholesterol,155.9001728124698
32,1717965303493,Cholesterol,181.8128103963256
50,1717965303466,Cholesterol,193.97510775302584
42,1717965303469,Cholesterol,166.50317893266742
27,1717965303467,Cholesterol,181.34100647109426
41,1717965363470,Cholesterol,178.08912264404358
37,1717965363474,Cholesterol,192.95055055902654
9,1717965363475,Cholesterol,185.6957543349427
38,1717965363480,Cholesterol,172.4662029740124
44,1717965363480,Cholesterol,156.34894986338364
11,1717965363482,Cholesterol,193.415788699702
22,1717965363483,Cholesterol,153.62440475066978
24,1717965363484,Cholesterol,162.1633033165879
14,1717965435415,Cholesterol,154.19620077107732
7,1717965435440,Cholesterol,174.35997645714792
21,1717965435438,Cholesterol,193.22999359949137
13,1717965435417,Cholesterol,155.1865306113253
48,1717965435415,Cholesterol,150.7419779169075
6,1717965435413,Cholesterol,166.18103579706226
5,1717965435437,Cholesterol,194.82695313348847
28,1717965435433,Cholesterol,153.49245896237275
29,1717965435412,Cholesterol,169.07871118512915
35,1717965435434,Cholesterol,197.52386791190364
20,1717965435424,Cholesterol,153.19964967396447
22,1717965435427,Cholesterol,191.85409700992966
12,1717965435417,Cholesterol,188.0555183845469
9,1717965435414,Cholesterol,167.39751755189135
17,1717965436414,Cholesterol,161.20317976697135
50,1717965436415,Cholesterol,175.30109029464086
10,1717965436416,Cholesterol,194.49523496223892
37,1717965436421,Cholesterol,158.46673601282347
49,1717965436424,Cholesterol,154.25097183337138
26,1717965436424,Cholesterol,194.27634274340025
47,1717965436428,Cholesterol,188.51013223935743
32,1717965436428,Cholesterol,165.31024780715686
3,1717965436430,Cholesterol,157.09812348163305
38,1717965436430,Cholesterol,179.3324840841457
41,1717965436432,Cholesterol,169.87390906771336
39,1717965436433,Cholesterol,167.1488114176578
24,1717965436440,Cholesterol,162.9780259690095
29,1717965437416,Cholesterol,163.22703392166264
6,1717965437416,Cholesterol,169.73531589927507
14,1717965437417,Cholesterol,156.20720060456466
9,1717965437416,Cholesterol,167.72182868778268
48,1717965437417,Cholesterol,158.74125555710256
42,1717965437418,Cholesterol,192.87592644585558
12,1717965437418,Cholesterol,185.27783283513816
13,1717965437418,Cholesterol,150.59288427583877
31,1717965437420,Cholesterol,179.6711259467186
20,1717965437424,Cholesterol,150.8399256344737
22,1717965437427,Cholesterol,185.9349748123755
4,1717965437431,Cholesterol,187.80164912818213
40,1717965437431,Cholesterol,182.6218617301406
28,1717965437433,Cholesterol,155.81170843524393
35,1717965437435,Cholesterol,195.00138064580332
5,1717965437437,Cholesterol,196.59920174323076
21,1717965437438,Cholesterol,187.31980954644905
46,1717965437440,Cholesterol,166.75679432033604
7,1717965437440,Cholesterol,171.6642598866987
34,1717965437441,Cholesterol,193.0624349287979
17,1717965438416,Cholesterol,158.88273106894232
50,1717965438416,Cholesterol,170.57700426495313
10,1717965438417,Cholesterol,192.11559208115244
25,1717965438417,Cholesterol,167.21824422072427
8,1717965438418,Cholesterol,184.7746464924808
16,1717965438420,Cholesterol,178.78905923078221
37,1717965438421,Cholesterol,159.17005643180408
49,1717965438424,Cholesterol,161.83911857859295
26,1717965438424,Cholesterol,193.57683266551768
47,1717965438427,Cholesterol,183.57129181483893
32,1717965438428,Cholesterol,164.64447444780112
11,1717965438430,Cholesterol,157.91091726467673
3,1717965438430,Cholesterol,157.3438834427966
38,1717965438430,Cholesterol,175.04899370475468
41,1717965438432,Cholesterol,173.97086693298223
39,1717965438433,Cholesterol,168.11060187644597
27,1717965438435,Cholesterol,151.28422049828774
19,1717965438436,Cholesterol,175.66565003381373
33,1717965438436,Cholesterol,193.5661224136191
1,1717965438439,Cholesterol,149.69791562366993
36,1717965438440,Cholesterol,201.63534827763354
24,1717965438440,Cholesterol,166.0764791792458
29,1717965439415,Cholesterol,169.50519396846286
6,1717965439416,Cholesterol,170.75767880695471
9,1717965439416,Cholesterol,169.88406336565936
18,1717965439416,Cholesterol,170.60375394084468
44,1717965439416,Cholesterol,159.77741854777435
14,1717965439417,Cholesterol,155.21048477967446
48,1717965439417,Cholesterol,154.65336935240475
23,1717965439417,Cholesterol,166.1051965575406
42,1717965439418,Cholesterol,188.59972914117648
12,1717965439418,Cholesterol,188.40885568435485
15,1717965439418,Cholesterol,200.01371025066362
13,1717965439418,Cholesterol,150.6922724671393
31,1717965439419,Cholesterol,178.74835347681184
43,1717965439419,Cholesterol,183.47119032532245
20,1717965439424,Cholesterol,157.69462644179976
22,1717965439427,Cholesterol,191.52966420648147
